"VI","STR_wet","STR_dry"
0.115,0.795648219585419,0.255309010744095
0.125,0.756134033203125,0.264700936079025
0.135,0.840720882415771,0.288661996722221
0.145,0.989523461461067,0.303091426193714
0.155,1.02146868705749,0.330382202863693
0.165,1.04076296448708,0.458104059100151
0.175,1.02158742666245,0.467190744280815
0.185,0.965756810307503,0.466167342066765
0.195,0.960169044733047,0.492302858829498
0.205,1.20483464002609,0.50710341334343
0.215,1.00155380129814,0.522172282934189
0.225,1.00716430187225,0.557456026077271
0.235,1.0523875951767,0.537645616531372
0.245,1.04510009765625,0.55386387348175
0.255,1.05583388209343,0.556427556276321
0.265,1.14893641471863,0.525804483890533
0.275,1.33559342622757,0.556741740703583
0.285,1.37423745036125,0.607402277588844
0.295,1.39217152357101,0.581477209329605
0.305,1.3721239566803,0.597454607486725
0.315,1.40754276275635,0.599230425357819
0.325,1.4676052904129,0.600533041954041
0.335,1.38291060566902,0.621937416195869
0.345,1.29772234559059,0.654112060666084
0.355,1.33961664199829,0.671358778476715
0.365,1.357812936306,0.651871930360794
0.375,1.30052723407745,0.703630094528198
0.385,1.31284031867981,0.744301378726959
0.395,1.2848778629303,0.739654896855354
